iamc_r10,year,CO2
PAS,1883,0
PAS,1884,0
PAS,1885,0
PAS,1886,0
PAS,1887,0
PAS,1888,0
PAS,1889,3.6640000000000004e-6
PAS,1890,2.1984e-5
PAS,1891,4.0304e-5
PAS,1892,4.50901e-4
PAS,1893,0.001077216
PAS,1894,8.31728e-4
PAS,1895,0.0010588960000000001
PAS,1896,0.0013483520000000001
PAS,1897,0.00172208
PAS,1898,0.002073824
PAS,1899,0.0019785600000000003
PAS,1900,0.001780704
PAS,1901,0.0027919679999999997
PAS,1902,0.001989552
PAS,1903,0.00360904
PAS,1904,0.004202608
PAS,1905,0.004964720000000001
PAS,1906,0.005323792
PAS,1907,0.006239792
PAS,1908,0.00652192
PAS,1909,0.0072290720000000004
PAS,1910,0.007720048
PAS,1911,0.007921568
PAS,1912,0.007001904000000001
PAS,1913,0.007320672
PAS,1914,0.007826304000000001
PAS,1915,0.007998512
PAS,1916,0.009181984
PAS,1917,0.009537392
PAS,1918,0.009519072
PAS,1919,0.010229888000000001
PAS,1920,0.011332752
PAS,1921,0.012684767999999999
PAS,1922,0.0130072
PAS,1923,0.015051712
PAS,1924,0.016455024
PAS,1925,0.017744752
PAS,1926,0.01797192
PAS,1927,0.020261920000000003
PAS,1928,0.027174967
PAS,1929,0.031094716999999997
PAS,1930,0.030200687999999996
PAS,1931,0.027302345000000002
PAS,1932,0.026100662000000004
PAS,1933,0.026826501
PAS,1934,0.028471429000000003
PAS,1935,0.029746351
PAS,1936,0.033025394
PAS,1937,0.037506526000000005
PAS,1938,0.038499232
PAS,1939,0.043987667
PAS,1940,0.044376764
PAS,1941,0.040297216000000004
PAS,1942,0.015772807
PAS,1943,0.025431052000000003
PAS,1944,0.014117273
PAS,1945,0.006265291
PAS,1946,0.0037295650000000002
PAS,1947,0.011056999999999999
PAS,1948,0.018175229
PAS,1949,0.036150757
PAS,1950,0.022776617000000002
PAS,1951,0.024713511
PAS,1952,0.031337938
PAS,1953,0.032304719
PAS,1954,0.037550967000000005
PAS,1955,0.04686057
PAS,1956,0.047586371
PAS,1957,0.042958120999999995
PAS,1958,0.047104254000000005
PAS,1959,0.049587049
PAS,1960,0.050055002
PAS,1961,0.057072578
PAS,1962,0.058885488
PAS,1963,0.061802313
PAS,1964,0.069592302
PAS,1965,0.074014338
PAS,1966,0.08276148
PAS,1967,0.095957094
PAS,1968,0.110535933
PAS,1969,0.11960868000000001
PAS,1970,0.151566858
PAS,1971,0.156981132
PAS,1972,0.169661478
PAS,1973,0.18356270100000002
PAS,1974,0.179238387
PAS,1975,0.188338646
PAS,1976,0.20423641
PAS,1977,0.229066509
PAS,1978,0.252841902
PAS,1979,0.262115657
PAS,1980,0.260364964
PAS,1981,0.255838205
PAS,1982,0.264673402
PAS,1983,0.282626204
PAS,1984,0.282302069
PAS,1985,0.29757796599999997
PAS,1986,0.305039351
PAS,1987,0.31531081800000005
PAS,1988,0.34293072
PAS,1989,0.36254386699999996
PAS,1990,0.414363185
PAS,1991,0.45863139000000003
PAS,1992,0.50949181
PAS,1993,0.559507263
PAS,1994,0.600450196
PAS,1995,0.633181766
PAS,1996,0.698263468
PAS,1997,0.7696969440000001
PAS,1998,0.6947183180000001
PAS,1999,0.747566818
PAS,2000,0.765545175
PAS,2001,0.8190938990000001
PAS,2002,0.830323774
PAS,2003,0.901043685
PAS,2004,0.95190799
PAS,2005,0.964821288
PAS,2006,0.967053044
PAS,2007,1.01776284
PAS,2008,1.046934094
PAS,2009,1.092169899
PAS,2010,1.182160136
PAS,2011,1.253660738
PAS,2012,1.306164848
PAS,2013,1.328214462
PAS,2014,1.3780790550000002
PAS,2015,1.489325286
PAS,2016,1.503646961
PAS,2017,1.5556653020000002
PAS,2018,1.673193942
PAS,2019,1.803509379
PAS,2020,1.783554106
PAS,2021,1.804645412
PAS,2022,1.9278542779999999
SAS,1750,0
SAS,1751,0
SAS,1752,0
SAS,1753,0
SAS,1754,0
SAS,1755,0
SAS,1756,0
SAS,1757,0
SAS,1758,0
SAS,1759,0
SAS,1760,0
SAS,1761,0
SAS,1762,0
SAS,1763,0
SAS,1764,0
SAS,1765,0
SAS,1766,0
SAS,1767,0
SAS,1768,0
SAS,1769,0
SAS,1770,0
SAS,1771,0
SAS,1772,0
SAS,1773,0
SAS,1774,0
SAS,1775,0
SAS,1776,0
SAS,1777,0
SAS,1778,0
SAS,1779,0
SAS,1780,0
SAS,1781,0
SAS,1782,0
SAS,1783,0
SAS,1784,0
SAS,1785,0
SAS,1786,0
SAS,1787,0
SAS,1788,0
SAS,1789,0
SAS,1790,0
SAS,1791,0
SAS,1792,0
SAS,1793,0
SAS,1794,0
SAS,1795,0
SAS,1796,0
SAS,1797,0
SAS,1798,0
SAS,1799,0
SAS,1800,0
SAS,1801,0
SAS,1802,0
SAS,1803,0
SAS,1804,0
SAS,1805,0
SAS,1806,0
SAS,1807,0
SAS,1808,0
SAS,1809,0
SAS,1810,0
SAS,1811,0
SAS,1812,0
SAS,1813,0
SAS,1814,0
SAS,1815,0
SAS,1816,0
SAS,1817,0
SAS,1818,0
SAS,1819,0
SAS,1820,0
SAS,1821,0
SAS,1822,0
SAS,1823,0
SAS,1824,0
SAS,1825,0
SAS,1826,0
SAS,1827,0
SAS,1828,0
SAS,1829,0
SAS,1830,0
SAS,1831,0
SAS,1832,0
SAS,1833,0
SAS,1834,0
SAS,1835,0
SAS,1836,0
SAS,1837,0
SAS,1838,0
SAS,1839,0
SAS,1840,0
SAS,1841,0
SAS,1842,0
SAS,1843,0
SAS,1844,0
SAS,1845,0
SAS,1846,0
SAS,1847,0
SAS,1848,0
SAS,1849,0
SAS,1850,0
SAS,1851,0
SAS,1852,0
SAS,1853,0
SAS,1854,0
SAS,1855,0
SAS,1856,0
SAS,1857,0
SAS,1858,3.94488e-4
SAS,1859,6.36485e-4
SAS,1860,6.43115e-4
SAS,1861,4.97254e-4
SAS,1862,5.50294e-4
SAS,1863,6.09965e-4
SAS,1864,5.76814e-4
SAS,1865,5.66869e-4
SAS,1866,6.398e-4
SAS,1867,0
SAS,1868,0
SAS,1869,0
SAS,1870,0
SAS,1871,0
SAS,1872,0
SAS,1873,0
SAS,1874,0
SAS,1875,0
SAS,1876,0
SAS,1877,0
SAS,1878,0.001766908
SAS,1879,0.0016843820000000001
SAS,1880,0.001886773
SAS,1881,0.001839333
SAS,1882,0.0021962929999999998
SAS,1883,0.002440906
SAS,1884,0.002730012
SAS,1885,0.0024594010000000004
SAS,1886,0.002772061
SAS,1887,0.003066015
SAS,1888,0.003409552
SAS,1889,0.004021827
SAS,1890,0.004431669
SAS,1891,0.004772419
SAS,1892,0.00524729
SAS,1893,0.0055431890000000004
SAS,1894,0.005616704
SAS,1895,0.007034702
SAS,1896,0.0076080259999999995
SAS,1897,0.008253373
SAS,1898,0.009125185000000001
SAS,1899,0.010054478
SAS,1900,0.011929561
SAS,1901,0.013179677
SAS,1902,0.014515422
SAS,1903,0.014802121
SAS,1904,0.016561006
SAS,1905,0.016930719
SAS,1906,0.019549416
SAS,1907,0.0217724
SAS,1908,0.024908241
SAS,1909,0.024142651
SAS,1910,0.023487316
SAS,1911,0.024782445
SAS,1912,0.028521446000000002
SAS,1913,0.03146676
SAS,1914,0.031698143000000005
SAS,1915,0.033141721
SAS,1916,0.033517507
SAS,1917,0.035019769
SAS,1918,0.03935931
SAS,1919,0.042974756999999995
SAS,1920,0.034867978
SAS,1921,0.037505518
SAS,1922,0.036903371
SAS,1923,0.037971888999999995
SAS,1924,0.040627951
SAS,1925,0.040084925
SAS,1926,0.039942581
SAS,1927,0.04188379
SAS,1928,0.040072958
SAS,1929,0.041707876
SAS,1930,0.042399495
SAS,1931,0.038851023
SAS,1932,0.036129475
SAS,1933,0.03546734
SAS,1934,0.039611029000000006
SAS,1935,0.041393199000000006
SAS,1936,0.040684477999999996
SAS,1937,0.04506728300000001
SAS,1938,0.050379658
SAS,1939,0.049312226
SAS,1940,0.052309527
SAS,1941,0.0535811
SAS,1942,0.053529538
SAS,1943,0.046644426
SAS,1944,0.047695989
SAS,1945,0.052874036
SAS,1946,0.052976117
SAS,1947,0.053957046
SAS,1948,0.054060168
SAS,1949,0.057402609
SAS,1950,0.069103055
SAS,1951,0.07343630000000001
SAS,1952,0.07767196900000001
SAS,1953,0.079232469
SAS,1954,0.08279431300000001
SAS,1955,0.08931131599999999
SAS,1956,0.09356815900000001
SAS,1957,0.104802804
SAS,1958,0.109943101
SAS,1959,0.115329365
SAS,1960,0.127800671
SAS,1961,0.137458507
SAS,1962,0.15131689
SAS,1963,0.163568055
SAS,1964,0.160923442
SAS,1965,0.176488415
SAS,1966,0.182525727
SAS,1967,0.18426048
SAS,1968,0.202267693
SAS,1969,0.206090534
SAS,1970,0.20985415600000001
SAS,1971,0.218408869
SAS,1972,0.229257632
SAS,1973,0.23776619400000001
SAS,1974,0.245255167
SAS,1975,0.26550938500000004
SAS,1976,0.27618895200000004
SAS,1977,0.292335782
SAS,1978,0.29898203500000003
SAS,1979,0.315404514
SAS,1980,0.335235715
SAS,1981,0.361646892
SAS,1982,0.3761414820000001
SAS,1983,0.405894678
SAS,1984,0.417914808
SAS,1985,0.459373098
SAS,1986,0.491324158
SAS,1987,0.525259548
SAS,1988,0.567473256
SAS,1989,0.6189349369999999
SAS,1990,0.664815206
SAS,1991,0.7030882419999999
SAS,1992,0.749626995
SAS,1993,0.77729026
SAS,1994,0.82308494
SAS,1995,0.873739004
SAS,1996,0.948563507
SAS,1997,0.9858064849999999
SAS,1998,1.006352771
SAS,1999,1.0874389960000002
SAS,2000,1.122009637
SAS,2001,1.141813467
SAS,2002,1.1811039810000001
SAS,2003,1.2247551060000001
SAS,2004,1.3063697870000002
SAS,2005,1.373961884
SAS,2006,1.493110814
SAS,2007,1.606446561
SAS,2008,1.7052640110000001
SAS,2009,1.8351301770000001
SAS,2010,1.904534785
SAS,2011,1.9977438730000001
SAS,2012,2.164506847
SAS,2013,2.2311601270000003
SAS,2014,2.398237001
SAS,2015,2.502737256
SAS,2016,2.6624225260000003
SAS,2017,2.761664583
SAS,2018,2.9187882060000003
SAS,2019,2.9579597399999997
SAS,2020,2.753865666
SAS,2021,3.034961873
SAS,2022,3.1675311010000002
