iso3c,year,terr_GtCO2,pp2015,pp1990,pp1850,pp2015_atp_ppp_pf1,pp2015_atp_ppp_pf2,pp2015_atp_ppp_pf3,pp2015_atp_mer_pf1,pp2015_atp_mer_pf2,pp2015_atp_mer_pf3,pp1990_atp_ppp_pf1,pp1990_atp_ppp_pf2,pp1990_atp_ppp_pf3,pp1990_atp_mer_pf1,pp1990_atp_mer_pf2,pp1990_atp_mer_pf3,pp1850_atp_ppp_pf1,pp1850_atp_ppp_pf2,pp1850_atp_ppp_pf3,pp1850_atp_mer_pf1,pp1850_atp_mer_pf2,pp1850_atp_mer_pf3
AGO,2003,0.01749715310953896,2.072054143270837,4.293904259520986,7.591841268273796,1.4886572986873354,1.9381816973614,2.0708438875469493,1.9471174906567592,2.2705107553831105,2.1763159471607447,3.137764636670846,4.0660484190553685,4.305562891238152,4.148570033737966,4.802887782586586,4.541076380184532,4.452304229907443,5.380588012291966,5.62010248447475,5.463109626974563,6.1174273758231825,5.855615973421129
AGO,2004,0.01702807109137292,2.072054143270837,4.2764071064114475,7.574344115164257,1.5022769979388415,1.9480645931599,2.0732195270167892,1.909459735460775,2.250180523942639,2.170551097415005,3.1543218778029454,4.07208539653152,4.293536632362859,4.052376233977582,4.743275854785041,4.511561047872488,4.468861471039543,5.3866249897681175,5.608076225599456,5.3669158272141795,6.057815448021638,5.826100641109084
AGO,2005,0.015398017173913805,2.072054143270837,4.259379035320075,7.557316044072884,1.5114200297620368,1.9549639270283274,2.074854724026683,1.8442414492855406,2.2135151513182327,2.1604237243562183,3.161289436286745,4.071992963825694,4.280347043908591,3.8952208094465544,4.648265295186334,4.473033014602646,4.475829029523343,5.38653255706229,5.594886637145188,5.209760402683152,5.962804888422932,5.787572607839244
AGO,2006,0.01715731718465468,2.072054143270837,4.243981018146161,7.54191802689897,1.5101343817501274,1.9550050296671009,2.074801623702151,1.7035669093615233,2.129727573341565,2.1375600139871422,3.1467671903986365,4.058598005014664,4.265144247270032,3.5715024386305325,4.4514390676242845,4.408516624166492,4.461306783635234,5.373137598251261,5.57968384050663,4.886042031867129,5.765978660860882,5.72305621740309
AGO,2007,0.01760073798614861,2.072054143270837,4.226823700961506,7.524760709714315,1.5051119223849874,1.952810441927085,2.07423704034437,1.5367250619457118,2.0254804438842364,2.1089318992414565,3.1223405330506213,4.038712518954116,4.247107476663942,3.187130070150339,4.207795176317455,4.329709488822094,4.436880126287218,5.353252112190714,5.561647069900539,4.501669663386936,5.522334769554052,5.644249082058691
AGO,2008,0.018763802767325952,2.072054143270837,4.209222962975358,7.507159971728167,1.4930128259026139,1.9461274475685608,2.072609188766951,1.4042283417825367,1.9388786043469697,2.0849417326101265,3.081872332540677,4.008721264545429,4.226360564264354,2.878786313709323,4.002672643147335,4.260548150838177,4.396411925777274,5.323260857782026,5.540900157500952,4.19332590694592,5.3172122363839325,5.575087744074774
AGO,2009,0.020683373849559667,2.072054143270837,4.190459160208031,7.488396168960841,1.4761744666232273,1.9362453523921384,2.0702438041046882,1.2659661214699542,1.8432002916378762,2.0583616137522345,3.0293400704113598,3.970489011996767,4.202852435233349,2.555901460425856,3.776592755251544,4.18469166328166,4.343879663647957,5.285028605233364,5.5173920284699465,3.8704410536624527,5.0911323484881414,5.499231256518257
AGO,2010,0.02300004807136656,2.072054143270837,4.169775786358472,7.467712795111281,1.471600020421564,1.9340762815575077,2.0696512138367393,1.235057605255898,1.8204618434479507,2.0519618853822674,3.0019528699544713,3.947004571146251,4.181203988013129,2.4693051070760803,3.708027103447251,4.150460826665831,4.316492463191069,5.2615441643828476,5.495743581249726,3.7838447003126774,5.022566696683848,5.465000419902428
AGO,2011,0.023414059327876432,2.072054143270837,4.146775738287105,7.444712747039914,1.4738229564702034,1.9363475631041656,2.070120452427238,1.2102638066326494,1.8035816716656226,2.0474215944461984,2.9872381919299746,3.930834662588755,4.159510115574591,2.394705365798979,3.650278421513687,4.117952141049095,4.301777785166571,5.245374255825352,5.474049708811188,3.7092449590355767,4.964818014750283,5.4324917342856915
AGO,2012,0.02595983973381759,2.072054143270837,4.123361678959229,7.421298687712039,1.4810949295507734,1.9419202719852218,2.0713782726888326,1.1617720688623756,1.7690957617890084,2.0381026042285715,2.983256329271719,3.921439683751204,4.13909612167192,2.2669700729049884,3.5537785305019582,4.0747851295101976,4.297795922508317,5.235979276987802,5.453635714908517,3.581509666141586,4.868318123738557,5.389324722746794
AGO,2013,0.02572845266405022,2.072054143270837,4.0974018392254115,7.395338847978221,1.4803862276671886,1.9424751655841896,2.071466970554665,1.1149908098221915,1.7345035357946685,2.0287585573867775,2.959068850154911,3.8985832876157502,4.113620410655737,2.1394212352849054,3.454047869550854,4.028951731620655,4.273608443391509,5.213122880852347,5.4281600038923346,3.453960828521503,4.768587462787451,5.343491324857252
AGO,2014,0.02478575109213379,2.072054143270837,4.071673386561361,7.3696103953141705,1.4815079579679957,1.9439752390697278,2.0717704273015274,1.0797846965802387,1.7081703753137223,2.0217619003437544,2.9388057442034676,3.8778396160874706,4.088805602042812,2.0372106018741625,3.3722882889913346,3.9883597624568745,4.253345337440065,5.192379209324067,5.4033451952794085,3.35175019511076,4.686827882227932,5.302899355693471
AGO,2015,0.02604930273558767,2.072054143270837,4.046887635469227,7.344824644222037,1.4815950479772033,1.9438628367728228,2.0716281568022716,1.059636635929219,1.6926678299619138,2.0177332889502257,2.916453714190825,3.8541380089939405,4.063902282088984,1.9690466454837612,3.314818108470406,3.9550221853384713,4.230993307427422,5.168677602230537,5.3784418753255805,3.283586238720359,4.6293577017070024,5.269561778575068
AGO,2016,0.02401016812726459,2.0460048405352493,4.02083833273364,7.318775341486449,1.4748672406789178,1.9296582322309082,2.048134295586229,1.0673804258829465,1.6927425616818998,1.999088477566525,2.9355502590404807,3.855157404464346,4.043520414742439,2.020374379314735,3.347478794265346,3.945134708088472,4.250089852277078,5.169696997700944,5.358060007979035,3.334913972551333,4.662018387501943,5.25967430132507
AGO,2017,0.022633487771515942,2.0219946724079847,3.996828164606375,7.294765173359185,1.4785554900836342,1.9224530832472324,2.027750053869171,1.1149563546807675,1.7229911291430802,1.9899325068926625,2.9752960451534416,3.8689740408371667,4.027464030772322,2.1587048815936463,3.4440049151754106,3.953368278611882,4.28983563839004,5.1835136340737655,5.342003624008919,3.473244474830244,4.758544508412009,5.267907871848479
