Model,Scenario,Region,Variable,Unit,2015,2019,2020,2030,2040,2050,2060,2070,2080,2090,2100
NDC case - unconditional,Median|Harmonized|KyotoFromPrice_prescribed_MESSAGEix-GLOBIOM_1.1_EN_NPi,R10REST_ASIA,Emissions|CO2|AFOLU,Mt CO2/yr,1335.7344,1265.773227,1248.282933,772.5978333,579.3641147,414.0837723,338.2907223,140.8499908,-111.4548459,-387.2522574,-579.8663377
NDC case - unconditional,Median|Harmonized|KyotoFromPrice_prescribed_MESSAGEix-GLOBIOM_1.1_EN_NPi,R10REST_ASIA,Emissions|CO2|Energy and Industrial Processes,Mt CO2/yr,1540.161412,1895.424337,1943.358486,2443.005127,2870.112274,3458.442533,3876.864825,4455.316355,5131.812901,5851.211384,6385.826641
NDC case - unconditional,Median|Harmonized|KyotoFromPrice_prescribed_MESSAGEix-GLOBIOM_1.1_EN_NPi,R10REST_ASIA,Emissions|F-Gases,Mt CO2-equiv/yr,26.72266811,28.14222807,30.1900157,25.33031628,31.04533478,56.71859287,65.33199949,73.49884801,72.86351283,74.49868536,78.41637637
NDC case - unconditional,Median|Harmonized|KyotoFromPrice_prescribed_MESSAGEix-GLOBIOM_1.1_EN_NPi,R10REST_ASIA,Emissions|N2O,kt N2O/yr,622.1289983,659.260999,665.3686434,778.7661621,882.5672238,914.0556191,858.3831124,821.2925352,764.2504223,694.9165339,665.2741549
NDC case - unconditional,Median|Harmonized|KyotoFromPrice_prescribed_MESSAGEix-GLOBIOM_1.1_EN_NPi|nz_CO2_only|cert_allconf_0.1,R10AFRICA,Emissions|CH4,Mt CH4/yr,48.34667512,51.26694883,51.94188931,44.84100181,33.25251115,26.35242619,25.85862747,27.15622014,27.39716066,27.18049477,25.60015876
NDC case - unconditional,Median|Harmonized|KyotoFromPrice_prescribed_MESSAGEix-GLOBIOM_1.1_EN_NPi|nz_CO2_only|cert_allconf_0.1,R10AFRICA,Emissions|CO2|AFOLU,Mt CO2/yr,1566.0931,1523.76686,1513.1853,663.3458333,142.2975912,-306.8344972,-434.1766729,-558.1223712,-859.6705313,-857.0540204,-824.6245297
NDC case - unconditional,Median|Harmonized|KyotoFromPrice_prescribed_MESSAGEix-GLOBIOM_1.1_EN_NPi|nz_CO2_only|cert_allconf_0.1,R10AFRICA,Emissions|CO2|Energy and Industrial Processes,Mt CO2/yr,1402.728636,1542.556547,1585.772596,1547.272739,1192.534406,875.6305733,810.8963087,893.1721383,1521.263984,2461.736526,3770.979121
NDC case - unconditional,Median|Harmonized|KyotoFromPrice_prescribed_MESSAGEix-GLOBIOM_1.1_EN_NPi|nz_CO2_only|cert_allconf_0.1,R10AFRICA,Emissions|F-Gases,Mt CO2-equiv/yr,32.489317,37.8589444,40.81142903,33.94334291,30.91357895,24.23830484,33.18719027,48.61050608,72.41052336,103.727561,140.4871925
NDC case - unconditional,Median|Harmonized|KyotoFromPrice_prescribed_MESSAGEix-GLOBIOM_1.1_EN_NPi|nz_CO2_only|cert_allconf_0.1,R10AFRICA,Emissions|N2O,kt N2O/yr,1083.894496,1172.18942,1180.746267,1086.931035,927.6268381,791.531811,768.3185576,798.2394428,835.4844838,864.976537,851.9613828
NDC case - unconditional,Median|Harmonized|KyotoFromPrice_prescribed_MESSAGEix-GLOBIOM_1.1_EN_NPi|nz_CO2_only|cert_allconf_0.1,R10CHINA+,Emissions|CH4,Mt CH4/yr,71.39241731,71.92921571,72.15392476,47.87432175,32.26026891,24.00983421,19.3269849,17.77487293,16.6158311,15.8174049,13.62274548
NDC case - unconditional,Median|Harmonized|KyotoFromPrice_prescribed_MESSAGEix-GLOBIOM_1.1_EN_NPi|nz_CO2_only|cert_allconf_0.1,R10CHINA+,Emissions|CO2|AFOLU,Mt CO2/yr,142.2736333,119.7605933,114.1323333,-177.0420667,-364.9983457,-535.635981,-652.2978471,-688.4324397,-691.6099398,-684.2674292,-658.7960477
NDC case - unconditional,Median|Harmonized|KyotoFromPrice_prescribed_MESSAGEix-GLOBIOM_1.1_EN_NPi|nz_CO2_only|cert_allconf_0.1,R10CHINA+,Emissions|CO2|Energy and Industrial Processes,Mt CO2/yr,12108.61966,13030.59674,13178.75697,10921.80009,7177.488845,4215.560892,2855.584548,2534.974598,2857.457964,3085.85955,3372.051166
NDC case - unconditional,Median|Harmonized|KyotoFromPrice_prescribed_MESSAGEix-GLOBIOM_1.1_EN_NPi|nz_CO2_only|cert_allconf_0.1,R10CHINA+,Emissions|F-Gases,Mt CO2-equiv/yr,617.9365677,780.1023214,850.8841139,886.9962513,758.7775029,647.190672,625.0654057,610.0719516,582.9892795,550.1475376,509.9563512
NDC case - unconditional,Median|Harmonized|KyotoFromPrice_prescribed_MESSAGEix-GLOBIOM_1.1_EN_NPi|nz_CO2_only|cert_allconf_0.1,R10CHINA+,Emissions|N2O,kt N2O/yr,1648.865664,1566.115668,1581.938474,1595.761236,1449.945999,1264.532325,1085.98472,1006.970956,922.664028,874.4158489,799.9234404
NDC case - unconditional,Median|Harmonized|KyotoFromPrice_prescribed_MESSAGEix-GLOBIOM_1.1_EN_NPi|nz_CO2_only|cert_allconf_0.1,R10EUROPE,Emissions|CH4,Mt CH4/yr,28.94879145,28.05435629,27.88230249,26.11415938,18.33630841,10.95981247,10.44119207,10.81202523,11.15166702,11.62448601,11.19825152
NDC case - unconditional,Median|Harmonized|KyotoFromPrice_prescribed_MESSAGEix-GLOBIOM_1.1_EN_NPi|nz_CO2_only|cert_allconf_0.1,R10EUROPE,Emissions|CO2|AFOLU,Mt CO2/yr,73.7,68.07152,66.6644,-13.06578764,-137.9337063,-230.7222015,-300.4685145,-350.0970265,-400.9010027,-410.0456955,-404.6483398
NDC case - unconditional,Median|Harmonized|KyotoFromPrice_prescribed_MESSAGEix-GLOBIOM_1.1_EN_NPi|nz_CO2_only|cert_allconf_0.1,R10EUROPE,Emissions|CO2|Energy and Industrial Processes,Mt CO2/yr,4341.540826,4160.873241,4017.606533,4609.631605,2968.182825,1837.389554,1294.635064,1220.793912,1510.03525,1722.223113,2066.526525
NDC case - unconditional,Median|Harmonized|KyotoFromPrice_prescribed_MESSAGEix-GLOBIOM_1.1_EN_NPi|nz_CO2_only|cert_allconf_0.1,R10EUROPE,Emissions|F-Gases,Mt CO2-equiv/yr,42.60832966,48.10623996,46.28396346,21.1198004,15.39864947,33.9245899,33.66892547,36.0305777,38.26083106,40.65737804,42.09472988
NDC case - unconditional,Median|Harmonized|KyotoFromPrice_prescribed_MESSAGEix-GLOBIOM_1.1_EN_NPi|nz_CO2_only|cert_allconf_0.1,R10EUROPE,Emissions|N2O,kt N2O/yr,1214.246294,1208.60344,1215.728862,1226.701156,1056.250587,886.7328699,816.3320589,810.2367076,787.9794993,779.1722283,730.7658833
NDC case - unconditional,Median|Harmonized|KyotoFromPrice_prescribed_MESSAGEix-GLOBIOM_1.1_EN_NPi|nz_CO2_only|cert_allconf_0.1,R10INDIA+,Emissions|CH4,Mt CH4/yr,45.62749372,47.65268416,47.65691389,52.50121645,44.29095592,36.99234509,33.62089206,33.23957092,31.33713518,30.27935784,26.8232311
NDC case - unconditional,Median|Harmonized|KyotoFromPrice_prescribed_MESSAGEix-GLOBIOM_1.1_EN_NPi|nz_CO2_only|cert_allconf_0.1,R10INDIA+,Emissions|CO2|AFOLU,Mt CO2/yr,47.32163333,42.74123333,41.59613333,16.6122,-27.08512064,-71.65132151,-115.7319455,-134.480915,-153.8736184,-192.6928471,-216.3359628
NDC case - unconditional,Median|Harmonized|KyotoFromPrice_prescribed_MESSAGEix-GLOBIOM_1.1_EN_NPi|nz_CO2_only|cert_allconf_0.1,R10INDIA+,Emissions|CO2|Energy and Industrial Processes,Mt CO2/yr,2601.667772,3028.781175,3106.417324,3515.024052,3159.429983,2390.217541,2035.578622,2288.678645,3211.542813,4157.624553,5238.954904
NDC case - unconditional,Median|Harmonized|KyotoFromPrice_prescribed_MESSAGEix-GLOBIOM_1.1_EN_NPi|nz_CO2_only|cert_allconf_0.1,R10INDIA+,Emissions|F-Gases,Mt CO2-equiv/yr,51.45803615,59.11679172,62.91613989,41.63720169,37.70129888,31.1347941,41.11751848,55.58511304,71.76773097,89.07839178,100.9798914
NDC case - unconditional,Median|Harmonized|KyotoFromPrice_prescribed_MESSAGEix-GLOBIOM_1.1_EN_NPi|nz_CO2_only|cert_allconf_0.1,R10INDIA+,Emissions|N2O,kt N2O/yr,1185.266435,1280.076217,1289.286164,1533.274172,1617.651573,1658.780173,1733.418701,1690.813313,1317.793962,1251.340399,1124.787443
NDC case - unconditional,Median|Harmonized|KyotoFromPrice_prescribed_MESSAGEix-GLOBIOM_1.1_EN_NPi|nz_CO2_only|cert_allconf_0.1,R10LATIN_AM,Emissions|CH4,Mt CH4/yr,50.02191991,50.843477,51.2942257,47.56468496,35.21736031,25.75121878,20.28655716,19.16275958,18.20905027,17.94735888,16.4534516
NDC case - unconditional,Median|Harmonized|KyotoFromPrice_prescribed_MESSAGEix-GLOBIOM_1.1_EN_NPi|nz_CO2_only|cert_allconf_0.1,R10LATIN_AM,Emissions|CO2|AFOLU,Mt CO2/yr,-56.89156667,-103.8526872,-110.6636474,1101.040718,-105.7941093,-633.2283584,-963.4039385,-1198.303293,-1514.716511,-1650.486843,-1802.122549
NDC case - unconditional,Median|Harmonized|KyotoFromPrice_prescribed_MESSAGEix-GLOBIOM_1.1_EN_NPi|nz_CO2_only|cert_allconf_0.1,R10LATIN_AM,Emissions|CO2|Energy and Industrial Processes,Mt CO2/yr,1913.515073,1803.358329,1819.851738,2362.220581,1887.924089,1140.0468,704.9293591,403.4565605,133.5652014,274.7541982,861.8797623
NDC case - unconditional,Median|Harmonized|KyotoFromPrice_prescribed_MESSAGEix-GLOBIOM_1.1_EN_NPi|nz_CO2_only|cert_allconf_0.1,R10LATIN_AM,Emissions|F-Gases,Mt CO2-equiv/yr,7.606846001,8.391016233,8.916354865,8.364185571,9.14030368,38.96993034,44.28559334,51.84458208,58.46008839,63.90988081,68.02401685
NDC case - unconditional,Median|Harmonized|KyotoFromPrice_prescribed_MESSAGEix-GLOBIOM_1.1_EN_NPi|nz_CO2_only|cert_allconf_0.1,R10LATIN_AM,Emissions|N2O,kt N2O/yr,1568.872142,1627.806267,1642.603854,1574.716951,1384.707696,1183.550547,1073.48525,1063.346962,1064.661555,1072.967559,1026.583945
NDC case - unconditional,Median|Harmonized|KyotoFromPrice_prescribed_MESSAGEix-GLOBIOM_1.1_EN_NPi|nz_CO2_only|cert_allconf_0.1,R10MIDDLE_EAST,Emissions|CH4,Mt CH4/yr,24.90879503,28.99523788,29.63259346,29.19748427,19.76911181,13.18903799,11.75292175,11.34817313,10.63582806,10.0337255,8.949450135
NDC case - unconditional,Median|Harmonized|KyotoFromPrice_prescribed_MESSAGEix-GLOBIOM_1.1_EN_NPi|nz_CO2_only|cert_allconf_0.1,R10MIDDLE_EAST,Emissions|CO2|AFOLU,Mt CO2/yr,15.8686,13.14676,12.4663,-0.736633333,-4.634332826,-6.624328273,-9.36783842,-9.54421349,-9.187206789,-16.03951437,-13.66890993
NDC case - unconditional,Median|Harmonized|KyotoFromPrice_prescribed_MESSAGEix-GLOBIOM_1.1_EN_NPi|nz_CO2_only|cert_allconf_0.1,R10MIDDLE_EAST,Emissions|CO2|Energy and Industrial Processes,Mt CO2/yr,2157.074167,2271.110425,2295.16352,3418.95294,3213.000992,2600.022679,2054.027816,2039.264678,2513.735564,2851.464828,3258.21704
NDC case - unconditional,Median|Harmonized|KyotoFromPrice_prescribed_MESSAGEix-GLOBIOM_1.1_EN_NPi|nz_CO2_only|cert_allconf_0.1,R10MIDDLE_EAST,Emissions|F-Gases,Mt CO2-equiv/yr,58.50980995,67.73666608,70.08924366,49.0712795,41.79365705,34.33208653,41.0250287,51.22405558,62.02933767,68.95089733,73.84425095
NDC case - unconditional,Median|Harmonized|KyotoFromPrice_prescribed_MESSAGEix-GLOBIOM_1.1_EN_NPi|nz_CO2_only|cert_allconf_0.1,R10MIDDLE_EAST,Emissions|N2O,kt N2O/yr,208.6637182,224.3690433,227.7527361,292.4134698,334.5665327,382.9373085,358.887233,351.0071119,331.461892,314.7651562,284.2768487
NDC case - unconditional,Median|Harmonized|KyotoFromPrice_prescribed_MESSAGEix-GLOBIOM_1.1_EN_NPi|nz_CO2_only|cert_allconf_0.1,R10NORTH_AM,Emissions|CH4,Mt CH4/yr,29.74687533,30.57792476,30.37469959,26.82386866,17.59992078,10.19279937,9.325866286,9.790768971,9.992907593,10.18938393,9.680887686
NDC case - unconditional,Median|Harmonized|KyotoFromPrice_prescribed_MESSAGEix-GLOBIOM_1.1_EN_NPi|nz_CO2_only|cert_allconf_0.1,R10NORTH_AM,Emissions|CO2|AFOLU,Mt CO2/yr,221.2411667,214.5528733,212.8808,45.2978136,-143.1639851,-233.5637198,-356.4864648,-460.7970176,-475.342417,-450.4686262,-366.3654787
NDC case - unconditional,Median|Harmonized|KyotoFromPrice_prescribed_MESSAGEix-GLOBIOM_1.1_EN_NPi|nz_CO2_only|cert_allconf_0.1,R10NORTH_AM,Emissions|CO2|Energy and Industrial Processes,Mt CO2/yr,5961.410698,5837.487004,5833.975994,6296.953989,4196.530452,2411.806123,1569.208283,1276.25996,1382.741179,1581.631986,1960.679691
NDC case - unconditional,Median|Harmonized|KyotoFromPrice_prescribed_MESSAGEix-GLOBIOM_1.1_EN_NPi|nz_CO2_only|cert_allconf_0.1,R10NORTH_AM,Emissions|F-Gases,Mt CO2-equiv/yr,218.5325912,220.9213774,224.4890529,168.6998849,117.6891106,162.6220848,161.0581166,165.9048496,167.4089805,167.8385602,163.5170619
NDC case - unconditional,Median|Harmonized|KyotoFromPrice_prescribed_MESSAGEix-GLOBIOM_1.1_EN_NPi|nz_CO2_only|cert_allconf_0.1,R10NORTH_AM,Emissions|N2O,kt N2O/yr,1166.897466,1192.707486,1203.584642,1210.428167,1046.058285,846.0051302,740.8548568,742.0529878,731.6545178,740.5231029,748.5709163
NDC case - unconditional,Median|Harmonized|KyotoFromPrice_prescribed_MESSAGEix-GLOBIOM_1.1_EN_NPi|nz_CO2_only|cert_allconf_0.1,R10PAC_OECD,Emissions|CH4,Mt CH4/yr,8.383889319,8.002120064,8.053473151,7.930153651,6.0127126,4.654258952,4.260395994,4.382735583,4.462781543,4.725108141,4.696413731
NDC case - unconditional,Median|Harmonized|KyotoFromPrice_prescribed_MESSAGEix-GLOBIOM_1.1_EN_NPi|nz_CO2_only|cert_allconf_0.1,R10PAC_OECD,Emissions|CO2|AFOLU,Mt CO2/yr,114.0241667,125.0555533,127.8134,50.07126667,-56.30199032,-106.0960929,-134.4976899,-169.5373039,-206.4145128,-224.9787769,-236.5167782
NDC case - unconditional,Median|Harmonized|KyotoFromPrice_prescribed_MESSAGEix-GLOBIOM_1.1_EN_NPi|nz_CO2_only|cert_allconf_0.1,R10PAC_OECD,Emissions|CO2|Energy and Industrial Processes,Mt CO2/yr,1731.372646,1646.917972,1632.744811,1564.58591,960.5709678,532.9124535,359.9755979,311.3346007,343.4231453,353.0224306,419.7585254
NDC case - unconditional,Median|Harmonized|KyotoFromPrice_prescribed_MESSAGEix-GLOBIOM_1.1_EN_NPi|nz_CO2_only|cert_allconf_0.1,R10PAC_OECD,Emissions|F-Gases,Mt CO2-equiv/yr,14.48408272,14.67332631,15.15444212,8.620607845,6.749795147,19.53070725,19.23152556,19.6489188,19.82271447,19.8285796,19.3076162
NDC case - unconditional,Median|Harmonized|KyotoFromPrice_prescribed_MESSAGEix-GLOBIOM_1.1_EN_NPi|nz_CO2_only|cert_allconf_0.1,R10PAC_OECD,Emissions|N2O,kt N2O/yr,288.5660937,288.015104,289.2695599,286.8920801,256.8967043,230.7263877,210.3733563,204.7232227,192.690622,186.9294784,177.2825669
NDC case - unconditional,Median|Harmonized|KyotoFromPrice_prescribed_MESSAGEix-GLOBIOM_1.1_EN_NPi|nz_CO2_only|cert_allconf_0.1,R10REF_ECON,Emissions|CH4,Mt CH4/yr,25.29448185,26.46132591,26.45203908,22.46083212,16.40362971,12.80204042,9.568680812,9.504976079,9.410141676,10.0479729,9.159225618
NDC case - unconditional,Median|Harmonized|KyotoFromPrice_prescribed_MESSAGEix-GLOBIOM_1.1_EN_NPi|nz_CO2_only|cert_allconf_0.1,R10REF_ECON,Emissions|CO2|AFOLU,Mt CO2/yr,58.07486667,41.99286667,37.97236667,-48.78759298,-120.758793,-192.7383079,-269.9148295,-334.4269678,-389.9601117,-416.5007391,-427.7282326
NDC case - unconditional,Median|Harmonized|KyotoFromPrice_prescribed_MESSAGEix-GLOBIOM_1.1_EN_NPi|nz_CO2_only|cert_allconf_0.1,R10REF_ECON,Emissions|CO2|Energy and Industrial Processes,Mt CO2/yr,2486.12406,2554.344162,2514.045463,2344.605692,1666.973861,1130.350264,814.7376583,766.7377449,877.7015939,1010.98469,1310.435183
NDC case - unconditional,Median|Harmonized|KyotoFromPrice_prescribed_MESSAGEix-GLOBIOM_1.1_EN_NPi|nz_CO2_only|cert_allconf_0.1,R10REF_ECON,Emissions|F-Gases,Mt CO2-equiv/yr,67.35192248,69.42633116,72.1840619,37.72772391,27.86092954,20.54195719,21.13248012,22.85686212,23.97805661,24.95015478,25.34792092
NDC case - unconditional,Median|Harmonized|KyotoFromPrice_prescribed_MESSAGEix-GLOBIOM_1.1_EN_NPi|nz_CO2_only|cert_allconf_0.1,R10REF_ECON,Emissions|N2O,kt N2O/yr,498.2890601,519.8793456,526.6234404,511.8118479,445.9052908,383.2245159,362.8484204,366.8168714,362.5154942,369.3461359,360.3666959
NDC case - unconditional,Median|Harmonized|KyotoFromPrice_prescribed_MESSAGEix-GLOBIOM_1.1_EN_NPi|nz_CO2_only|cert_allconf_0.1,R10REST_ASIA,Emissions|CH4,Mt CH4/yr,33.03995247,35.43352119,35.59866493,33.81449976,25.50971975,19.54799214,16.29843751,15.53096958,14.48032595,13.02924617,10.71101006
NDC case - unconditional,Median|Harmonized|KyotoFromPrice_prescribed_MESSAGEix-GLOBIOM_1.1_EN_NPi|nz_CO2_only|cert_allconf_0.1,R10REST_ASIA,Emissions|CO2|AFOLU,Mt CO2/yr,1335.7344,1265.773227,1248.282933,772.5978333,522.1559583,274.1462817,103.5503817,48.33892531,-145.1709884,-389.3471573,-579.8156666
NDC case - unconditional,Median|Harmonized|KyotoFromPrice_prescribed_MESSAGEix-GLOBIOM_1.1_EN_NPi|nz_CO2_only|cert_allconf_0.1,R10REST_ASIA,Emissions|CO2|Energy and Industrial Processes,Mt CO2/yr,1540.161412,1895.424337,1943.358486,2443.005127,2028.949586,1469.418519,1085.510486,1071.792241,1322.007351,1603.796281,1932.937057
NDC case - unconditional,Median|Harmonized|KyotoFromPrice_prescribed_MESSAGEix-GLOBIOM_1.1_EN_NPi|nz_CO2_only|cert_allconf_0.1,R10REST_ASIA,Emissions|F-Gases,Mt CO2-equiv/yr,26.72266811,28.14222807,30.1900157,25.33031628,26.38563272,48.07600945,54.20924366,62.59563402,69.15996651,74.4620217,77.92787882
NDC case - unconditional,Median|Harmonized|KyotoFromPrice_prescribed_MESSAGEix-GLOBIOM_1.1_EN_NPi|nz_CO2_only|cert_allconf_0.1,R10REST_ASIA,Emissions|N2O,kt N2O/yr,622.1289983,659.260999,665.3686434,778.7661621,807.2842803,767.7357512,712.1204195,710.5741513,697.5626723,692.1267768,655.1014998
NDC case - unconditional,Median|Harmonized|KyotoFromPrice_prescribed_MESSAGEix-GLOBIOM_1.1_EN_NPi|nz_CO2_only|cert_strongerconf_0.1,R10AFRICA,Emissions|CH4,Mt CH4/yr,48.34667512,51.26694883,51.94188931,44.84100181,38.49783187,35.03709129,37.93202181,37.17070074,31.255647,24.60615764,22.06938061
NDC case - unconditional,Median|Harmonized|KyotoFromPrice_prescribed_MESSAGEix-GLOBIOM_1.1_EN_NPi|nz_CO2_only|cert_strongerconf_0.1,R10AFRICA,Emissions|CO2|AFOLU,Mt CO2/yr,1566.0931,1523.76686,1513.1853,663.3458333,375.3709667,172.6050658,-19.15015989,-443.4625563,-817.9188241,-879.6075825,-838.0047406
NDC case - unconditional,Median|Harmonized|KyotoFromPrice_prescribed_MESSAGEix-GLOBIOM_1.1_EN_NPi|nz_CO2_only|cert_strongerconf_0.1,R10AFRICA,Emissions|CO2|Energy and Industrial Processes,Mt CO2/yr,1402.728636,1542.556547,1585.772596,1547.272739,1599.21802,1834.928755,2544.191489,3267.43553,5312.157697,8195.632096,11433.99068
NDC case - unconditional,Median|Harmonized|KyotoFromPrice_prescribed_MESSAGEix-GLOBIOM_1.1_EN_NPi|nz_CO2_only|cert_strongerconf_0.1,R10AFRICA,Emissions|F-Gases,Mt CO2-equiv/yr,32.489317,37.8589444,40.81142903,33.94334291,34.08621672,28.08323101,39.78207497,57.35046454,75.0564973,101.2104384,135.2856408
NDC case - unconditional,Median|Harmonized|KyotoFromPrice_prescribed_MESSAGEix-GLOBIOM_1.1_EN_NPi|nz_CO2_only|cert_strongerconf_0.1,R10AFRICA,Emissions|N2O,kt N2O/yr,1083.894496,1172.18942,1180.746267,1086.931035,995.3261606,905.6605709,917.7764843,929.5919341,899.8861524,828.0313186,806.4442749
NDC case - unconditional,Median|Harmonized|KyotoFromPrice_prescribed_MESSAGEix-GLOBIOM_1.1_EN_NPi|nz_CO2_only|cert_strongerconf_0.1,R10CHINA+,Emissions|CH4,Mt CH4/yr,71.39241731,71.92921571,72.15392476,47.87432175,37.34907126,31.9224783,28.35075502,24.32976603,18.95592605,14.31929631,11.74389416
NDC case - unconditional,Median|Harmonized|KyotoFromPrice_prescribed_MESSAGEix-GLOBIOM_1.1_EN_NPi|nz_CO2_only|cert_strongerconf_0.1,R10CHINA+,Emissions|CO2|AFOLU,Mt CO2/yr,142.2736333,119.7605933,114.1323333,-177.0420667,-359.7208964,-489.8448795,-585.5228172,-661.8749794,-697.5830212,-682.5501402,-650.6113434
NDC case - unconditional,Median|Harmonized|KyotoFromPrice_prescribed_MESSAGEix-GLOBIOM_1.1_EN_NPi|nz_CO2_only|cert_strongerconf_0.1,R10CHINA+,Emissions|CO2|Energy and Industrial Processes,Mt CO2/yr,12108.61966,13030.59674,13178.75697,10921.80009,9625.189383,8833.923955,8959.411734,9273.538338,9978.06264,10273.46725,10224.40071
NDC case - unconditional,Median|Harmonized|KyotoFromPrice_prescribed_MESSAGEix-GLOBIOM_1.1_EN_NPi|nz_CO2_only|cert_strongerconf_0.1,R10CHINA+,Emissions|F-Gases,Mt CO2-equiv/yr,617.9365677,780.1023214,850.8841139,886.9962513,836.6502777,749.8546317,749.2770142,719.7602463,604.29246,536.7972883,491.0751687
NDC case - unconditional,Median|Harmonized|KyotoFromPrice_prescribed_MESSAGEix-GLOBIOM_1.1_EN_NPi|nz_CO2_only|cert_strongerconf_0.1,R10CHINA+,Emissions|N2O,kt N2O/yr,1648.865664,1566.115668,1581.938474,1595.761236,1555.764802,1446.861707,1297.236972,1172.670791,993.7857593,837.0674549,757.186525
NDC case - unconditional,Median|Harmonized|KyotoFromPrice_prescribed_MESSAGEix-GLOBIOM_1.1_EN_NPi|nz_CO2_only|cert_strongerconf_0.1,R10EUROPE,Emissions|CH4,Mt CH4/yr,28.94879145,28.05435629,27.88230249,26.11415938,21.22871608,14.57171144,15.31618513,14.79920815,12.72221498,10.52349995,9.653786807
NDC case - unconditional,Median|Harmonized|KyotoFromPrice_prescribed_MESSAGEix-GLOBIOM_1.1_EN_NPi|nz_CO2_only|cert_strongerconf_0.1,R10EUROPE,Emissions|CO2|AFOLU,Mt CO2/yr,73.7,68.07152,66.6644,-13.06578764,-80.14087184,-151.2443868,-208.2560923,-299.8397765,-389.1635097,-411.418423,-405.599682
NDC case - unconditional,Median|Harmonized|KyotoFromPrice_prescribed_MESSAGEix-GLOBIOM_1.1_EN_NPi|nz_CO2_only|cert_strongerconf_0.1,R10EUROPE,Emissions|CO2|Energy and Industrial Processes,Mt CO2/yr,4341.540826,4160.873241,4017.606533,4609.631605,3980.4063,3850.344002,4061.92441,4465.953684,5272.947671,5733.638379,6265.917757
NDC case - unconditional,Median|Harmonized|KyotoFromPrice_prescribed_MESSAGEix-GLOBIOM_1.1_EN_NPi|nz_CO2_only|cert_strongerconf_0.1,R10EUROPE,Emissions|F-Gases,Mt CO2-equiv/yr,42.60832966,48.10623996,46.28396346,21.1198004,16.97900149,39.30605301,40.35953952,42.50871952,39.6589312,39.67075882,40.53616849
NDC case - unconditional,Median|Harmonized|KyotoFromPrice_prescribed_MESSAGEix-GLOBIOM_1.1_EN_NPi|nz_CO2_only|cert_strongerconf_0.1,R10EUROPE,Emissions|N2O,kt N2O/yr,1214.246294,1208.60344,1215.728862,1226.701156,1133.337025,1014.588404,975.1298595,943.5633817,848.7193402,745.8919173,691.7237973
NDC case - unconditional,Median|Harmonized|KyotoFromPrice_prescribed_MESSAGEix-GLOBIOM_1.1_EN_NPi|nz_CO2_only|cert_strongerconf_0.1,R10INDIA+,Emissions|CH4,Mt CH4/yr,45.62749372,47.65268416,47.65691389,52.50121645,51.27750403,49.18348553,49.31848808,45.49742701,35.75050887,27.41151913,23.12376661
NDC case - unconditional,Median|Harmonized|KyotoFromPrice_prescribed_MESSAGEix-GLOBIOM_1.1_EN_NPi|nz_CO2_only|cert_strongerconf_0.1,R10INDIA+,Emissions|CO2|AFOLU,Mt CO2/yr,47.32163333,42.74123333,41.59613333,16.6122,-18.14193333,-47.85413897,-76.77940625,-100.9695282,-142.2770235,-202.0841626,-238.9319151
NDC case - unconditional,Median|Harmonized|KyotoFromPrice_prescribed_MESSAGEix-GLOBIOM_1.1_EN_NPi|nz_CO2_only|cert_strongerconf_0.1,R10INDIA+,Emissions|CO2|Energy and Industrial Processes,Mt CO2/yr,2601.667772,3028.781175,3106.417324,3515.024052,4236.873451,5008.823389,6386.638772,8372.529324,11214.50456,13841.5955,15885.04196
NDC case - unconditional,Median|Harmonized|KyotoFromPrice_prescribed_MESSAGEix-GLOBIOM_1.1_EN_NPi|nz_CO2_only|cert_strongerconf_0.1,R10INDIA+,Emissions|F-Gases,Mt CO2-equiv/yr,51.45803615,59.11679172,62.91613989,41.63720169,41.57055534,36.07371146,49.28830039,65.57907562,74.39021645,86.91675575,97.24110129
NDC case - unconditional,Median|Harmonized|KyotoFromPrice_prescribed_MESSAGEix-GLOBIOM_1.1_EN_NPi|nz_CO2_only|cert_strongerconf_0.1,R10INDIA+,Emissions|N2O,kt N2O/yr,1185.266435,1280.076217,1289.286164,1533.274172,1735.709731,1897.955051,2070.613687,1969.041284,1419.373502,1197.892655,1064.69426
NDC case - unconditional,Median|Harmonized|KyotoFromPrice_prescribed_MESSAGEix-GLOBIOM_1.1_EN_NPi|nz_CO2_only|cert_strongerconf_0.1,R10LATIN_AM,Emissions|CH4,Mt CH4/yr,50.02191991,50.843477,51.2942257,47.56468496,40.77262045,34.23775089,29.75835162,26.2294678,20.77352666,16.24751668,14.18418882
NDC case - unconditional,Median|Harmonized|KyotoFromPrice_prescribed_MESSAGEix-GLOBIOM_1.1_EN_NPi|nz_CO2_only|cert_strongerconf_0.1,R10LATIN_AM,Emissions|CO2|AFOLU,Mt CO2/yr,-56.89156667,-103.8526872,-110.6636474,1101.040718,244.359881,-72.46237107,-287.4554142,-699.3877782,-1231.908475,-1761.847102,-1932.873709
NDC case - unconditional,Median|Harmonized|KyotoFromPrice_prescribed_MESSAGEix-GLOBIOM_1.1_EN_NPi|nz_CO2_only|cert_strongerconf_0.1,R10LATIN_AM,Emissions|CO2|Energy and Industrial Processes,Mt CO2/yr,1913.515073,1803.358329,1819.851738,2362.220581,2531.752718,2389.026513,2211.71962,1475.939792,466.4012428,914.7137809,2613.306745
